day,date,gpp_avg,nee,hetero_resp,auto_resp,cleaf,croot,cstem,cgrain,lai_alloc,litter_cleaf,litter_croot,soc_total,wliq,psi,et_total,cstate_a,cstate_w,cstate_e,cstate_n,cstate_h
18,2026-01-18,0.0,1.7228209277119484e-09,1.7225592993111005e-09,2.616284008478781e-13,3.786184828571462e-05,2.9296616110981076e-05,0.0,0.0,0.0009014725782313007,2.036598515526134e-07,2.093027206783025e-08,15.99882969498818,0.5961187759927827,-0.00029953460164114495,0.0,1.7942227766426737,0.20030661371801478,0.107964815246126,4.7868946433861455,9.10944084599522
19,2026-01-19,0.0,1.9421080517124097e-09,1.9418315447095755e-09,2.76507002834131e-13,3.764743991544582e-05,2.925060534570948e-05,0.0,0.0,0.0008963676170344243,2.1440837026879989e-07,2.2120560226730483e-08,15.998662157271648,0.5954477533914883,-0.00030321224553389836,0.0,1.7942948030115495,0.20025971563106404,0.10795886591079534,4.786726902159492,9.109421870558746
20,2026-01-20,1.5409066899373532e-10,1.7906024983826497e-09,1.919293228502956e-09,2.5399938873429024e-11,4.383368951290333e-05,3.394662898602662e-05,0.0,0.0,0.001043659274116746,2.1439556883979487e-07,2.221027578001414e-08,15.99849656694255,0.5947904983052992,-0.00030684521795015384,0.0006996735661034817,1.794367021703709,0.2002135063030328,0.10795298940870396,4.786560052061446,9.109402997465656
21,2026-01-21,2.5270678082189956e-10,1.7153978192996199e-09,1.926271390866276e-09,4.183320925524377e-11,5.405380356047209e-05,4.1668560775865266e-05,0.0,0.0,0.001286995322868383,2.5146477746619674e-07,2.5965968485452643e-08,15.998330414525123,0.5941463963817462,-0.00031043535273932654,0.0013848563247975797,1.7944406378049857,0.20016722249237123,0.10794708894895444,4.786391330915997,9.109384134362815
22,2026-01-22,1.2101640645362884e-10,1.7644287373027099e-09,1.8654790306629833e-09,1.9966113093355276e-11,5.8786865034891796e-05,4.532922859091822e-05,0.0,0.0,0.001399687262735519,3.0560507316623494e-07,3.1410983688733653e-08,15.99816957415293,0.5935166618282008,-0.0003139742822946652,0.0009700256507985433,1.794509915714805,0.20012266430306128,0.10794139437218592,4.786230181026213,9.109365418736665
23,2026-01-23,8.47464037150406e-11,1.5669553885178932e-09,1.6379072634592954e-09,1.3794528773638535e-11,6.202777205725849e-05,4.78726469272368e-05,0.0,0.0,0.0014768517156490118,3.136682945681318e-07,3.2248341683726575e-08,15.998028404882005,0.5929006636169054,-0.00031746391886409964,0.0005764891695094947,1.7945634744540786,0.20008416693332506,0.10793646261144303,4.786096986015265,9.109347314867893
24,2026-01-24,8.514155719689075e-11,1.3268926220522471e-09,1.3984952390913104e-09,1.3538940157827553e-11,6.53156161415896e-05,5.042879653668441e-05,0.0,0.0,0.0015551337176568955,3.105182763214632e-07,3.1954142074874075e-08,15.997907917365767,0.5922971898272433,-0.00032090962577338626,0.0005801637160907164,1.794602046879021,0.20005195658455677,0.10793232781816839,4.785991595848693,9.109329990235327
25,2026-01-25,1.6879713485998144e-10,1.109329156554271e-09,1.2517018429101205e-09,2.6424448504131964e-11,7.21433440649503e-05,5.555768747961669e-05,0.0,0.0,0.0017176986682131024,3.1223823569631603e-07,3.2142999156117015e-08,15.997800114707774,0.5917053395124784,-0.00032431519178697745,0.0008212782382777799,1.7946317137046075,0.20002358332286005,0.10792867943864158,4.7859029350683535,9.109313203173311
26,2026-01-26,3.172838223232095e-10,1.0190447652112254e-09,1.2883265536303176e-09,4.800203390411725e-11,8.534634160199969e-05,6.524895142039215e-05,0.0,0.0,0.0020320557524285644,3.3707420139974887e-07,3.4610840184967935e-08,15.997689174978582,0.5911242859238132,-0.00032768413670193576,0.001277479128926875,1.794659066487479,0.1999943666951046,0.10792491711858997,4.785814713390194,9.109296111287215
27,2026-01-27,1.741332650845012e-10,1.042326886359508e-09,1.1898708719008568e-09,2.6589279543152403e-11,9.238745806448452e-05,7.052730252323847e-05,0.0,0.0,0.0021997013824877265,3.8870933146993404e-07,3.962345397144409e-08,15.997586798468035,0.5905546690317787,-0.00033101152784117006,0.0010809728917797583,1.794681868664149,0.1999677251399663,0.1079214811799359,4.785736291940999,9.109279431542985
28,2026-01-28,7.780801431847012e-11,9.893233545729564e-10,1.0550959828594768e-09,1.203538603194977e-11,9.531242483105326e-05,7.283989178789388e-05,0.0,0.0,0.0022693434483584108,4.040707828159516e-07,4.1128269915268346e-08,15.99749608337417,0.5899967818312156,-0.000334294375007905,0.0004455506852230042,1.7946985407256169,0.19994454594214311,0.107918487646194,4.785671137776577,9.109263371283639
29,2026-01-29,2.899928042826278e-10,6.579806032787665e-10,9.043806546496151e-10,4.359275291177919e-11,0.00010732633828239925,8.16808863140081e-05,0.0,0.0,0.0025553890067237916,3.939176963815911e-07,4.013876459951769e-08,15.997418378942069,0.5894481207018777,-0.00033754627853575076,0.0010729536676478434,1.794708497736333,0.19992518853720187,0.10791598469615858,4.7856206264962,9.109248081476176
30,2026-01-30,5.955411764370425e-28,7.395194529220148e-10,7.3899757743399e-10,5.218754880247132e-13,0.00010691490064235915,8.159404623280078e-05,0.0,0.0,0.0025455928724371227,4.114376400401042e-07,4.175003904197705e-08,15.997354982739058,0.58891112218985,-0.0003407516732981325,6.531196212006616e-06,1.7947120346759813,0.1999099756284316,0.10791401560371297,4.785585173361659,9.109233783469273
31,2026-01-31,8.320057461814145e-11,5.551258544566866e-10,6.249749387346868e-10,1.3351490340141227e-11,0.0001100431947632236,8.407628528654425e-05,0.0,0.0,0.0026200760657910382,3.8522849194340496e-07,3.91992150678998e-08,15.997301409332058,0.5883829884995041,-0.00034392616234260126,0.00039976306664439527,1.7947119547269905,0.1998975639991846,0.10791240784297794,4.785559186588479,9.109220296174426
32,2026-02-01,2.9071715860699142e-27,5.140229392753078e-10,5.135544481127617e-10,4.684911625460666e-13,0.00010967528413965691,8.399832835709659e-05,0.0,0.0,0.00261131628903945,3.67910623566691e-07,3.747929300368531e-08,15.99725744361766,0.587864689822391,-0.00034706293480269714,8.450622781960214e-06,1.7947090531026615,0.19988784898404188,0.10791114855101928,4.785541666433321,9.109207726546614
33,2026-02-02,8.837834516679957e-12,3.9376401135545684e-10,4.007414051406115e-10,1.8604407315252822e-12,0.00010970569687198286,8.420341241408317e-05,0.0,0.0,0.002612040401713878,3.3331291756570906e-07,3.403711615912164e-08,15.997223186910286,0.5873551221728026,-0.00035016770379999856,0.07903282097743705,1.794704326910761,0.19988079460373878,0.10791023362472398,4.785531552463699,9.109196279307364
34,2026-02-03,1.2458808393934746e-10,2.6760168720457824e-10,3.724131704676876e-10,1.9776600676238104e-11,0.00011463467841213371,8.796996347411352e-05,0.0,0.0,0.002729397105050803,3.2674132154175666e-07,3.343823220971298e-08,15.997191370591912,0.5868533320534912,-0.0003532454391428215,0.012006946955955274,1.7946995624333744,0.199874382160071,0.10790940165698211,4.785522820710557,9.109185203630927
35,2026-02-04,3.537396931455253e-11,3.323652318084649e-10,3.619829900562449e-10,5.756211066772471e-12,0.00011579808290061564,8.898956884330635e-05,0.0,0.0,0.00275709721191942,3.410667756697613e-07,3.4897679263667784e-08,15.997160471226024,0.5863604016883796,-0.0003562886571375762,0.00020913002688870665,1.7946949800248733,0.19986819809062256,0.10790859905043648,4.785514381692119,9.109174312367974
36,2026-02-05,1.3208071296511452e-13,3.553800981345569e-10,3.5505058653254125e-10,4.615923149807543e-13,0.0001154585074120427,8.892067172915301e-05,0.0,0.0,0.002749012081239112,3.446846158922114e-07,3.531818441990859e-08,15.99713017485815,0.5858758098232415,-0.0003592996985542097,5.160562381591033e-06,1.7946905427793112,0.19986216076113997,0.10790781525611796,4.785506101430612,9.109163554630967
37,2026-02-06,8.90423539324289e-15,3.2890393371655093e-10,3.284822338009226e-10,4.306041510215843e-13,0.00011512426131667277,8.884950986946596e-05,0.0,0.0,0.0027410538408731613,3.346127025090571e-07,3.436037983761333e-08,15.997102162966232,0.5853989627796427,-0.0003622814442153476,1.1923924680994105e-07,1.7946859937165065,0.19985672050834724,0.10790710874890581,4.785499185742665,9.109153154249807
38,2026-02-07,0.0,3.0126851979011337e-10,3.008516169564704e-10,4.169028336429647e-13,0.0001148001472219446,8.878013723794777e-05,0.0,0.0,0.002733336838617729,3.241140947281796e-07,3.335222669143718e-08,15.997076526852847,0.5849296057366861,-0.0003652347318087892,0.0,1.7946814319286046,0.19985188998906406,0.10790648123111096,4.785493563486468,9.1091431602176
39,2026-02-08,0.0,2.9739264223593063e-10,2.9697387806921794e-10,4.187641667126651e-13,0.00011447524895425411,8.87104548806068e-05,0.0,0.0,0.0027256011655774786,3.2489826769049164e-07,3.350113333701321e-08,15.997051226709186,0.58446750367333,-0.00036816031493649217,0.0,1.7946770512561085,0.19984712735362,0.10790586239366949,4.785487900231478,9.109133285474309
40,2026-02-09,0.0,3.386168823503931e-10,3.381700803861456e-10,4.4680196424748457e-13,0.00011412930709547781,8.863610703375601e-05,0.0,0.0,0.0027173644546542334,3.4594185877630136e-07,3.574415713979877e-08,15.997022390500256,0.5840124327686185,-0.0003710589137918929,0.0,1.7946732832550194,0.199841412196479,0.10790511971127247,4.78547961386311,9.109122961474375
41,2026-02-10,0.0,4.1012629914520936e-10,4.096392743363928e-10,4.870248088165469e-13,0.00011375304641010697,8.855506610556893e-05,0.0,0.0,0.0027084058669073086,3.762606853708384e-07,3.8961984705323756e-08,15.996987412889624,0.5835641795191502,-0.00037393121829118426,0.0,1.794671001924826,0.19983402885243481,0.10790416012633336,4.785466319671721,9.109111902314309
42,2026-02-11,0.0,5.545139319505674e-10,5.539829088124837e-10,5.310231380837209e-13,0.00011334377225565531,8.846670385539179e-05,0.0,0.0,0.0026986612441822692,4.092741544516522e-07,4.248185104669768e-08,15.996940000522306,0.5831225401094093,-0.0003767778898160733,0.0,1.79467121732871,0.1998232942521061,0.10790276475656739,4.7854434540336985,9.109099270151225
43,2026-02-12,0.0,7.16114629991128e-10,7.155588195547765e-10,5.558104363515001e-13,0.00011291650878519902,8.83742169987829e-05,0.0,0.0,0.0026884883044095004,4.2726347045630074e-07,4.446483490812001e-08,15.996878647968602,0.582687319829693,-0.000379599562830061,0.0,1.794673591012131,0.19980873714335184,0.10790087176770655,4.785410348396569,9.109085099648844
44,2026-02-13,0.0,6.867672948613522e-10,6.86223389593569e-10,5.43905267783177e-13,0.00011249953727902679,8.828371116222379e-05,0.0,0.0,0.0026785604114054,4.1697150617221966e-07,4.3512421422654166e-08,15.99681981875167,0.5822583325373646,-0.00038239684637924286,0.0,1.7946746788567478,0.19979491350723172,0.10789907288201664,4.785380049050063,9.10907110445561
45,2026-02-14,0.0,5.458759139497848e-10,5.453773057188807e-10,4.986082309041431e-13,0.00011211831273926663,8.820074275260134e-05,0.0,0.0,0.0026694836366492054,3.8122453976016545e-07,3.988865847233145e-08,15.996773119265654,0.5818354001576038,-0.00038517032548752544,0.0,1.7946720078953424,0.19978450057126315,0.10789771681939818,4.785360693584285,9.109058200395365
46,2026-02-15,0.0,4.2483777951554734e-10,4.243852303497308e-10,4.5254916581653573e-13,0.00011177315204796565,8.812543857140947e-05,0.0,0.0,0.0026612655249515635,3.451606913009774e-07,3.6203933265322866e-08,15.996736833746375,0.5814183522202105,-0.0003879205624552121,0.0,1.794667238013329,0.19977694729575954,0.10789673256670194,4.785349472934004,9.109046442936581
47,2026-02-16,0.0,4.1294308132441547e-10,4.124924839957729e-10,4.5059732864258756e-13,0.00011143024526956048,8.805045917592334e-05,0.0,0.0,0.002653101077846678,3.4290677840517366e-07,3.604778629140701e-08,15.996701573350323,0.5810070254293705,-0.0003906480980689689,0.0,1.7946625707186914,0.19976966000598625,0.10789578263616251,4.785338705437215,9.109034854552268
48,2026-02-17,0.0,4.231295843758621e-10,4.226708731125264e-10,4.587112633356672e-13,0.00011108193833924036,8.797412962170429e-05,0.0,0.0,0.0026448080556961987,3.4830693032010975e-07,3.669690106685338e-08,15.996665439590718,0.5806012632635947,-0.00039335345273045825,0.0,1.7946583339267526,0.19976212286048434,0.10789479982888955,4.785326971556696,9.109023211417895
49,2026-02-18,0.0,4.125047339719585e-10,4.1204639319763875e-10,4.583407743197436e-13,0.00011073469956449867,8.789786171685749e-05,0.0,0.0,0.0026365404658213972,3.4723877474169056e-07,3.666726194557949e-08,15.996630222688381,0.5802009156033182,-0.00039603712751019166,0.0,1.7946542712133582,0.19975481672705922,0.10789384680376654,4.785315545670438,9.10901174227376
50,2026-02-19,0.0,4.0065205107605795e-10,4.001963861796027e-10,4.556648964552032e-13,0.00011039026855496904,8.782203907808735e-05,0.0,0.0,0.002628339727499263,3.444310095296318e-07,3.6453191716416265e-08,15.996596026604818,0.5798058383838826,-0.00039869960513258084,0.0,1.794650242055228,0.19974777489260626,0.1078929279337928,4.7853046395428045,9.109000442180387
51,2026-02-20,0.0,4.0764702592180477e-10,4.0718368868712843e-10,4.633372346763496e-13,0.00011004082605303423,8.774493976223722e-05,0.0,0.0,0.0026200196679293866,3.494425019348085e-07,3.7066978774107967e-08,15.996561232443597,0.5794158932718477,-0.0004013413508975633,0.0,1.7946466528709168,0.19974055297314583,0.10789198527409966,4.785292905158848,9.108989136166587
52,2026-02-21,0.0,5.437354000968483e-10,5.432223159929929e-10,5.130841038553971e-13,0.00010965475114927851,8.765956256735568e-05,0.0,0.0,0.002610827408316155,3.8607490375572043e-07,4.104672830843177e-08,15.996514725157128,0.5790309473627654,-0.00040396281354373873,0.0,1.7946456642671338,0.1997301493750833,0.10789062710070134,4.785271814592409,9.108976469821801
53,2026-02-22,0.0,8.767859376324697e-10,8.762137136036228e-10,5.722240288468993e-13,0.00010922526862634237,8.756434448895555e-05,0.0,0.0,0.002600601633960533,4.29482522936143e-07,4.5777922307751954e-08,15.996439495552718,0.5786508728987231,-0.0004065644260574647,0.0,1.7946506705664773,0.19971173509026044,0.10788822246515252,4.785227713544386,9.108961153886442
54,2026-02-23,0.0,9.01726039216308e-10,9.011429231330859e-10,5.831160832221025e-13,0.00010878885119272606,8.746731397270739e-05,0.0,0.0,0.0025902107426839537,4.3641743361631456e-07,4.664928665776821e-08,15.99636211987088,0.5782755470041214,-0.00040914660643197624,0.0,1.7946574584831363,0.19969270919722287,0.10788573575107996,4.7851804838405965,9.108945732598846
55,2026-02-24,0.0,8.855555571355096e-10,8.849710227449576e-10,5.845343905519305e-13,0.00010835263687259299,8.737004745011954e-05,0.0,0.0,0.00257982468744269,4.362143201330761e-07,4.676275124415444e-08,15.996286141351588,0.5779048514382809,-0.00041170975838027125,0.0,1.7946645396953445,0.19967408940335793,0.10788329982249596,4.7851337736837705,9.108930438746619
56,2026-02-25,1.0700910147237888e-10,7.602628502847871e-10,8.513400821744172e-10,1.5931869582748748e-11,0.00011254269756907766,9.05703334963152e-05,0.0,0.0,0.0026795880373589923,4.322531675723114e-07,4.6472925011401614e-08,15.99621306429458,0.5775381063487479,-0.0004142582148668468,0.002535097912633972,1.794671117586978,0.19965630437235427,0.10788097093431191,4.785089295861539,9.108915375539397
57,2026-02-26,4.904957982532682e-11,1.1234799812510638e-09,1.1648641788907883e-09,7.665382185602578e-12,0.00011418712293171371,9.197988831972574e-05,0.0,0.0,0.00271874102218366,4.710680018098073e-07,5.054648821578116e-08,15.996112941644013,0.5771759206787715,-0.00041678738065802773,0.00025368924496491215,1.7946831745004361,0.1996307583250688,0.10787762315571005,4.785022742888806,9.108898642773992
58,2026-02-27,4.624195519565961e-10,1.5528885248201051e-09,1.9466218842273125e-09,6.86861925493885e-11,0.00013348850437117234,0.00010608716458689014,0.0,0.0,0.0031782977231231513,5.50752353758444e-07,5.9152192401265654e-08,15.995945363417762,0.5855425849754838,-0.0003613813943386928,0.0017384922486357829,1.7947232233928565,0.1995852198164879,0.10787164843988603,4.784885396219654,9.108879875548878
59,2026-02-28,9.154102767757593e-10,2.023414093533148e-09,2.8032067835078505e-09,1.3561758680105712e-10,0.00017205329663712713,0.00013409268678549668,0.0,0.0,0.004096507062788741,7.267633136354776e-07,7.701063561746003e-08,15.995703970125618,0.5912566611547169,-0.0003269143910087828,0.003756878641450444,1.7948044361245705,0.19951756506474283,0.10786275135653389,4.784659175537516,9.108860042042254
60,2026-03-01,9.936198753722812e-10,2.67917009897199e-09,3.526086779147208e-09,1.4670319519706325e-10,0.00021375179141445131,0.00016444813958219485,0.0,0.0,0.005089328367010745,1.0142565005442726e-06,1.0539709257221629e-07,15.995400435881493,0.5989087870166366,-0.0002845766812630526,0.0029230026960646274,1.7949232702057616,0.19943135180976002,0.10785137251612957,4.784354645066334,9.108839796283506
61,2026-03-02,1.7779390875153505e-09,2.8186410878284683e-09,4.333390280657549e-09,2.6318989468627003e-10,0.0002887289139752254,0.0002188645052242306,0.0,0.0,0.006874497951791081,1.3430713114486997e-06,1.3777074617398195e-07,15.9950275118033,0.6014793657533217,-0.0002712557297094921,0.03888741731643146,1.7950807280911274,0.19932447431307207,0.10783719974979405,4.78396550721521,9.108819602434098
62,2026-03-03,1.534156542419591e-09,3.3602211571811993e-09,4.6687139289543325e-09,2.256637706464582e-10,0.0003529098546379499,0.00026568284772160206,0.0,0.0,0.008402615586617855,1.8659046722207239e-06,1.8858764888193607e-07,15.99462618941216,0.6035917271992568,-0.00026062706970180914,0.022540145610926227,1.7952561975670853,0.19920963017054644,0.10782187921857356,4.783539063788733,9.108799418667223
63,2026-03-04,6.3554954336594925e-09,6.275266115216486e-12,5.414818600080895e-09,9.469520996938145e-10,0.0006225578671642405,0.0004606959440504798,0.0,0.0,0.014822806361053344,2.396481243829679e-06,2.4055395563654464e-07,15.994160986120313,0.6109179021249999,-0.00022584950418616883,0.1731209887435402,1.7954676934326175,0.19907625145782631,0.10780397086255988,4.783033533037747,9.108779537329562
64,2026-03-05,8.47194055045116e-09,-1.0175113526046893e-09,6.192191031941594e-09,1.262238165904877e-09,0.0009808893860951077,0.0007204234220999456,0.0,0.0,0.02335450919274066,4.422893889697721e-06,4.3639515476812417e-07,15.993630840104199,0.6145305911406582,-0.00020981194104070664,0.04123114830201772,1.7957158728688636,0.1989243933959132,0.10778342082724485,4.782447019227337,9.10876013378484
65,2026-03-06,8.480697182923134e-09,-1.1868820860743422e-09,6.038988804574472e-09,1.2548262922743194e-09,0.0013381129709605479,0.0009799533549804764,0.0,0.0,0.03185983264191781,6.887271081931704e-06,6.744561241545386e-07,15.993116633198689,0.6132226346280295,-0.00021553773617125877,0.03253831439030235,1.7959555999608563,0.19877854607828171,0.10776350058256884,4.781878273876446,9.108740712700536
66,2026-03-07,1.0559132808870122e-08,-2.700401935795379e-09,6.278256041351974e-09,1.5804748317227693e-09,0.0017804264099888086,0.0013029050812568125,0.0,0.0,0.042391104999733545,9.557626572365032e-06,9.332573485696429e-07,15.992584682760636,0.6159986295865028,-0.0002034912960255722,0.05344263047902258,1.7962090797352994,0.19862871899489698,0.10774285091087299,4.781282671111215,9.108721362008353
67,2026-03-08,8.171201179078254e-09,-5.939608929741324e-10,6.3567771550043835e-09,1.2204631310997385e-09,0.002118063162477494,0.0015517941613266617,0.0,0.0,0.050430075297083196,1.2771761894339672e-05,1.2461728924695736e-06,15.992049475149232,0.6162919619252576,-0.00020224156302752868,0.03858323857543206,1.7964669426565303,0.19847927812312338,0.10772205466204801,4.780679128851776,9.108702070855754
68,2026-03-09,3.315975723838353e-09,3.9282641247176046e-09,6.73632112087044e-09,5.079187276855181e-10,0.00224468735285577,0.0016508286320424273,0.0,0.0,0.05344493697275643,1.5448368437634234e-05,1.5090949359289853e-06,15.991484414467763,0.623701594328867,-0.0001720622834189558,0.02415428845752358,1.796740176048063,0.19832248556222343,0.10770002636244921,4.780038565803481,9.108683160691546
69,2026-03-10,7.872434189529834e-09,6.377749708055717e-10,7.340734443151719e-09,1.1694747171836874e-09,0.0025664604523976077,0.0018897407192298387,0.0,0.0,0.06110620124756209,1.680285076578264e-05,1.6476609156757001e-06,15.990868625523555,0.6298532495085633,-0.00014888968943710875,0.22508859833019923,1.797036532397102,0.1981524933329951,0.10767591226514514,4.779338811671059,9.108664875857254
70,2026-03-11,9.056313104710895e-09,4.229274809608119e-10,8.158034059233492e-09,1.321206526438214e-09,0.002938236267411922,0.002164475825274266,0.0,0.0,0.06995800636695053,1.985317708807228e-05,1.9491102159454438e-06,15.990185573668143,0.639213514128494,-0.00011650933766039238,0.04547311136933087,1.7973633430983256,0.1979650223767788,0.10764902873091571,4.778560675824796,9.108647503637327
71,2026-03-12,3.5032216879061595e-09,6.450000962062625e-09,9.426940922163959e-09,5.262817278048247e-10,0.0030662668880407657,0.002267672251704114,0.0,0.0,0.07300635447716108,2.3656953656696118e-05,2.3236118373673223e-06,15.989397066537963,0.6501556845723498,-8.240128185120532e-05,0.01653447599703221,1.79772797650351,0.19774979007899884,0.10761779282380361,4.77766962186495,9.1086318852667
72,2026-03-13,1.0429063140235104e-08,1.5867400065081142e-09,1.0475381932031139e-08,1.5404212147120804e-09,0.003490416810096314,0.0025835297493159324,0.0,0.0,0.08310516214515033,2.5460637924831967e-05,2.510604772990187e-06,15.988519964781734,0.661970355524926,-4.911772482763893e-05,0.23666599926548887,1.7981187599880453,0.1975124951111011,0.10758288673378266,4.7766880372477525,9.108617785701052
73,2026-03-14,9.650001660332273e-09,4.120961517045354e-09,1.2310715593056557e-08,1.4602475843210699e-09,0.0038733746440025056,0.002874399793906944,0.0,0.0,0.09222320580958346,3.07337477889946e-05,3.0331258811713594e-06,15.987490085828163,0.6579540408356905,-6.009375926606302e-05,0.8184561912735281,1.7985590863057541,0.19723655463001888,0.1075416660688536,4.77554668096025,9.108606097863287
74,2026-03-15,1.0878351910472675e-08,4.436970249979352e-09,1.3675237252636152e-08,1.640084907815873e-09,0.004304295130856556,0.0032019955507261045,0.0,0.0,0.10248321740134658,3.6098261852399626e-05,3.5717635039374475e-06,15.986348215354893,0.6509535855612428,-8.005010518752795e-05,0.9770396620877954,1.7990474711861906,0.19693519856182526,0.10749581404831111,4.774274126959347,9.108595604599218
75,2026-03-16,7.381926871746434e-09,7.050685891282477e-09,1.3338976073472192e-08,1.0936366895567198e-09,0.004584444713735385,0.003421288804173141,0.0,0.0,0.10915344556512822,3.990714149074367e-05,3.9582939245813164e-06,15.98523959325756,0.6457072413726757,-9.583124273555796e-05,0.45450144930142455,1.799530790806237,0.19664865406350934,0.10745127990954358,4.773024352718049,9.10858451576022
76,2026-03-17,4.069191321404237e-09,9.092833432977031e-09,1.253423827246906e-08,6.27786481912209e-10,0.004719018817541445,0.003538336736934051,0.0,0.0,0.11235759089384394,4.1578139046595554e-05,4.1372025185449674e-06,15.984202350412385,0.6415644785654709,-0.0001088667371871636,0.3153452325035144,1.799994249465909,0.19638626727381545,0.10740963876792499,4.771839865760907,9.108572329143827
77,2026-03-18,3.835925162159864e-09,8.435452351174709e-09,1.1682292417234203e-08,5.890850961003708e-10,0.004843848989749921,0.0036481438995481837,0.0,0.0,0.11532973785118861,4.171885456714291e-05,4.170792317787693e-06,15.983238889994421,0.6382076942707536,-0.00011983608229746788,0.17538059951955928,1.8004338286323962,0.1961475382758129,0.10737099945203187,4.77072748780869,9.10855903582549
78,2026-03-19,4.640634882712008e-09,7.276435752719811e-09,1.1206985293284798e-08,7.100853421470222e-10,0.005002466002463191,0.0037825458199601788,0.0,0.0,0.11910633339198075,4.2329790722068024e-05,4.250756457482282e-06,15.98231718701226,0.6350913595673876,-0.00013036932472132158,0.441682321752245,1.8008614499089233,0.19592342077850322,0.10733405257867568,4.769653241727792,9.108545022018365
